Run_Start	Date	Contracts	PnL_Today	Cumulative_PnL	Peak_PnL	Trailing_Floor
2019-05-23	2019-05-23	2	0.0	0.0	0.0	-1500.0
2019-05-23	2019-05-24	2	45.0	45.0	0.0	-1500.0
2019-05-23	2019-05-27	2	67.0	112.0	45.0	-1455.0
2019-05-23	2019-05-28	2	55.0	167.0	112.0	-1388.0
2019-05-23	2019-05-29	2	-49.0	118.0	167.0	-1333.0
2019-05-23	2019-05-30	2	95.0	213.0	167.0	-1333.0
2019-05-23	2019-05-31	2	-101.0	112.0	213.0	-1287.0
2019-05-23	2019-06-03	2	10.0	122.0	213.0	-1287.0
2019-05-23	2019-06-04	2	-55.0	67.0	213.0	-1287.0
2019-05-23	2019-06-05	2	30.0	97.0	213.0	-1287.0
2019-05-23	2019-06-06	2	145.0	242.0	213.0	-1287.0
2019-05-23	2019-06-07	2	85.0	327.0	242.0	-1258.0
2019-05-23	2019-06-10	2	-53.0	274.0	327.0	-1173.0
2019-05-23	2019-06-11	2	21.0	295.0	327.0	-1173.0
2019-05-23	2019-06-12	2	-91.0	204.0	327.0	-1173.0
2019-05-23	2019-06-13	2	228.0	432.0	327.0	-1173.0
2019-05-23	2019-06-14	2	19.0	451.0	432.0	-1068.0
2019-05-23	2019-06-17	2	9.0	460.0	451.0	-1049.0
2019-05-23	2019-06-18	2	4.0	464.0	460.0	-1040.0
2019-05-23	2019-06-19	2	2.0	466.0	464.0	-1036.0
2019-05-23	2019-06-20	2	35.0	501.0	466.0	-1034.0
2019-05-23	2019-06-21	2	43.0	544.0	501.0	-999.0
2019-05-23	2019-06-24	2	1.0	545.0	544.0	-956.0
2019-05-23	2019-06-25	2	114.0	659.0	545.0	-955.0
2019-05-23	2019-06-26	2	43.0	702.0	659.0	-841.0
2019-05-23	2019-06-27	2	57.0	759.0	702.0	-798.0
2019-05-23	2019-06-28	2	84.0	843.0	759.0	-741.0
2019-05-23	2019-07-02	2	13.0	856.0	843.0	-657.0
2019-05-23	2019-07-03	2	-8.0	848.0	856.0	-644.0
2019-05-23	2019-07-04	2	2.0	850.0	856.0	-644.0
2019-05-23	2019-07-05	2	-51.0	799.0	856.0	-644.0
2019-05-23	2019-07-08	2	-8.0	791.0	856.0	-644.0
2019-05-23	2019-07-09	2	-77.0	714.0	856.0	-644.0
2019-05-23	2019-07-10	2	-72.0	642.0	856.0	-644.0
2019-05-23	2019-07-11	2	69.0	711.0	856.0	-644.0
2019-05-23	2019-07-12	2	37.0	748.0	856.0	-644.0
2019-05-23	2019-07-15	2	67.0	815.0	856.0	-644.0
2019-05-23	2019-07-16	2	12.0	827.0	856.0	-644.0
2019-05-23	2019-07-17	2	33.0	860.0	856.0	-644.0
2019-05-23	2019-07-18	2	15.0	875.0	860.0	-640.0
2019-05-23	2019-07-19	2	61.0	936.0	875.0	-625.0
2019-05-23	2019-07-22	2	65.0	1001.0	936.0	-564.0
2019-05-23	2019-07-23	2	-29.0	972.0	1001.0	-499.0
2019-05-23	2019-07-24	2	24.0	996.0	1001.0	-499.0
2019-05-23	2019-07-25	2	-6.0	990.0	1001.0	-499.0
2019-05-23	2019-07-26	2	34.0	1024.0	1001.0	-499.0
2019-05-23	2019-07-29	2	-12.0	1012.0	1024.0	-476.0
2019-05-23	2019-07-30	2	-39.0	973.0	1024.0	-476.0
2019-05-23	2019-07-31	2	-67.0	906.0	1024.0	-476.0
2019-05-23	2019-08-01	2	46.0	952.0	1024.0	-476.0
2019-05-23	2019-08-02	2	-155.0	797.0	1024.0	-476.0
2019-05-23	2019-08-05	2	-13.0	784.0	1024.0	-476.0
2019-05-23	2019-08-06	2	738.0	1522.0	1024.0	-476.0
2019-05-24	2019-05-24	2	45.0	45.0	0.0	-1500.0
2019-05-24	2019-05-27	2	67.0	112.0	45.0	-1455.0
2019-05-24	2019-05-28	2	55.0	167.0	112.0	-1388.0
